Comment Number,Comment Content,Processed comments
2229,&quot;trump doesn&#39;t have the character to be POTUS&#39; and you do Kamala...?,trump character potus kamala
2230,So Joe endorses his black Indian woman Kamala Harris?🥱,joe endorses black indian woman kamala harris
2231,Since the democrats believe in democracy so much I guess the nominee is going to be RFK right…?,since democrat believe democracy much guess nominee going rfk right
2232,"the female card failed with Hillary, and it&#39;s going to fail again with Kamala, Trump mocked her while playing golf, she&#39;s a terrible choice.",female card failed hillary going fail kamala trump mocked playing golf terrible choice
2233,Don&#39;t worry America!! Kamala is here to unburden what has been done in the passing of time and save the party!,worry america kamala unburden done passing time save party
2234,I hope Women dont fall for this ladies of America are smarter and stronger than this,hope woman fall lady america smarter stronger
2235,Heels Up Harris,heel harris
2236,NO WAY ⛔️,way
2237,"Name one person not named Kamala Harris who believes Kamala Harris is a better candidate, or in any way capable of being POTUS.",name one person named kamala harris belief kamala harris better candidate way capable potus
2238,Go Kamal!!!!!!!,go kamal
2239,Stronger? 😂😂😂😂😂,stronger
2240,"Trump is already practicing his &quot;the election was rigged&quot; speech as he now knows he&#39;s going to lose.  Kamala will hand his rear end to him.  When he lies, she&#39;ll attack him like a bulldog.  Can&#39;t wait for their debate.",trump already practicing election rigged speech know going lose kamala hand rear end lie attack bulldog not wait debate
2241,WSJ - propaganda and you are suppose to be the most tamed.,wsj propaganda suppose tamed
2242,A person of color must not be a factor at any degree to be the POTUS. Period.,person color must factor degree potus period
2243,"The mainstream meadia is something wrong with this country..cant believe a salad words,  lengthy meaningless can be a stronger candidate..gimme me a break.",mainstream meadia something wrong countrycannot believe salad word lengthy meaningless stronger candidategive break
2244,Even weaker. <br><br>Trump 2024,even weaker trump
2245,This is the funniest comedian ever- kamala !  Just what has she done fir the country? Ahmmm. .. Zzzz. Hihihi( immitatjng her laugh). Wut has been … has unburdened… to be burdened by this kamala…i don’t know what am saying anymore( jst like her).,funniest comedian ever kamala done fir country ahmmm zzzz hihihi immitatjng laugh wut unburdened burdened kamalai know saying anymore jst
2246,No way,way
2247,Harris the pin cushion,harris pin cushion
2248,Stronger?!?? 😂😂😂😂😂😂😂😂😂😂😂,stronger
2249,Kamala Harris a stronger candidate😂😂😂😂😂😂,kamala harris stronger candidate
2250,Her character is on her knees 😂😂😂😂,character knee
2251,"Name one what did she have done for last 3 n half yrs?? beside scare Americans w/ crazy laugh. also, if you call her she&#39;s part of &quot;African&quot; she&#39;ll be mad behind the door.",name one done last n half yr beside scare american w crazy laugh also call part african mad behind door
2252,Question: Can Obama be Vice President?,question obama vice president
2253,You people at this news organization are delusional! Lol,people news organization delusional lol
2254,Donald Trump  has  character      you don&#39;t   Kamala Harris    don&#39;t love  people untiled states,donald trump character kamala harris love people untiled state
2255,"Now that the spoiler candidate is out, just vote for RFK JR. will you?",spoiler candidate vote rfk jr
2256,Kamala &#39;Legs Up&#39; Harris.... she knows how the Get A Head&#39; in politics... ask Willie Brown who she was hooking up with.,kamala leg harris know get head politics ask willie brown hooking
2257,HER PUBLIC APPROVAL RATING HAS BEEN EVEN LOWER THAN HIS FOR THE LONGEST.,public approval rating even lower longest
2259,Kamala Harris24                             Hakeem Jeffries vp 24,kamala harris hakeem jeffries vp
2260,What a joke!! 😂,joke
2261,"😂😂😂😂😂Harris stronger than President Trump, 😂😂😂😂TRUMP 2024",harris stronger president trump trump
2262,I didn’t see that coming,see coming
2263,"If the democrats believe in democracy, why did they wait this out to where they would avoid a democratic primary?",democrat believe democracy wait would avoid democratic primary
2264,Today is today!!!!! YES!!!!!,today today yes
2265,Shes worst than Biden if that is even possible,worst biden even possible
2266,Is it just me does she look super fake? Uncanny valley vibes ...,look super fake uncanny valley vibe
2267,This is the funniest comedian ever- kamala !  Just what has she done fir the country? Ahmmm. .. Zzzz. Hihihi( immitatjng her laugh). Wut has been … has unburdened… to be burdened by this kamala…i don’t know what am saying anymore( jst like her).,funniest comedian ever kamala done fir country ahmmm zzzz hihihi immitatjng laugh wut unburdened burdened kamalai know saying anymore jst
2268,Laughing Hyena for President?  Haha Haha 😂😂😂😂,laughing hyena president haha haha
2269,we are so cooked,cooked
2270,The frame here is easy: a criminal vs a prosecutor.,frame easy criminal v prosecutor
2271,"Hey, look at the bright side: all those fumbling fumbelina dei agents are closer in size to cover the kamel",hey look bright side fumbling fumbelina dei agent closer size cover kamel
2272,&quot;The passage of time is unburdended by what has been&quot;,passage time unburdended
2273,Let us be unburdened by what has been 😂,let u unburdened
2274,Kamala will make a much better VP pick than Trump did.,kamala make much better vp pick trump
2275,If Kamala ditch her fake laughter she might might have chance of beating Trump.,kamala ditch fake laughter might might chance beating trump
2276,All Busses are yellow because they are busses. Thats how you know its a bus. because all busses are yellow.,bus yellow bus know bus bus yellow
2277,"Oh my god, is this ONLY because they want to persecute Trump? They dont care about america!!! They only care about what THEY want!",oh god want persecute trump care america care want
2278,"the only one that could defeat trump is RFK jr sorry but most white male will not vote for a black woman , RFK jr is white and most like what he stand for so he could steal votes from trump easy and most independed  will not vote for harris so it really  TRUMP vs BOBBLY!",one could defeat trump rfk jr sorry white male vote black woman rfk jr white stand could steal vote trump easy independed vote harris really trump v bobbly
2279,"Oh great we may get another incompetent, no skills president",oh great may get another incompetent skill president
2280,How to talk like KH - pick one word and loop that word several times in the same sentence until the full stop sounds like it could be right. Can you guys not pick a normal human ?,talk kh pick one word loop word several time sentence full stop sound could right guy pick normal human
2281,It&#39;s National Ice Cream Day!,national ice cream day
2282,HARRIS for president!,harris president
2283,So she is the one who is supposed to unburden us by what biden has been,one supposed unburden u biden
2284,Bill Clnton,bill clnton
2285,She is not African American! Get her nationality correct.,african american get nationality correct
2286,Weak lol trump 2024 🎉,weak lol trump
2287,"So the assassination attempt was a failure and all of a sudden he drops out. <br>Kamala is worse anyways, nobody likes her.",assassination attempt failure sudden drop kamala worse anyways nobody like
